material_id,formula,battery_family,india_feasibility_score,india_decision_label,is_stable,target_is_stable,space_group_number,band_gap,formation_energy_per_atom,number_of_elements,has_fe,has_p,has_mn,has_c,has_si,has_s,scaled_space_group_number,scaled_band_gap,scaled_formation_energy_per_atom,scaled_number_of_elements,scaled_has_fe,scaled_has_p,scaled_has_mn,scaled_has_c,scaled_has_si,scaled_has_s
mp-3209084,Li2Hf2NbN5,Other lithium material,61,Caution,1,1,12,1.2804,-1.522229246,4,0,0,0,0,0,0,0.048035,0.171362,0.310013,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-1147684,Li10Zn(PS4)4,Li-S or sulfide-family,74,Research Candidate,0,0,7,2.5786,-1.121313862,4,0,1,0,0,0,1,0.026201,0.345106,0.359592,0.5,0.0,1.0,0.0,0.0,0.0,1.0
mp-3223681,Li3Ca4MgAg4,Other lithium material,61,Caution,1,1,6,0.0,-0.229972234,4,0,0,0,0,0,0,0.021834,0.0,0.46982,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-3260447,LiNd2C3O,Carbon-family,95,Recommend,1,1,127,0.0,-1.078601232,4,0,0,0,1,0,0,0.550218,0.0,0.364874,0.5,0.0,0.0,0.0,1.0,0.0,0.0
mp-3210843,Li12NbOsN8,Other lithium material,61,Caution,1,1,115,0.2647,-0.75844195,4,0,0,0,0,0,0,0.497817,0.035426,0.404467,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-3329501,Li(InAu)2,Other lithium material,61,Caution,1,1,164,0.0,-0.435792435,3,0,0,0,0,0,0,0.71179,0.0,0.444368,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-778743,Li5Cu(PO4)2,Other lithium material,55,Caution,0,0,6,1.8405,-2.521570543,4,0,1,0,0,0,0,0.021834,0.246323,0.186429,0.5,0.0,1.0,0.0,0.0,0.0,0.0
mp-765992,Li3Mn(OF)2,LMO-family,76,Research Candidate,0,0,9,1.5726,-2.565400413,4,0,0,1,0,0,0,0.034934,0.210469,0.181009,0.5,0.0,0.0,1.0,0.0,0.0,0.0
mp-12645,LiHoO2,Other lithium material,61,Caution,1,1,14,4.3851,-3.299361123,3,0,0,0,0,0,0,0.056769,0.586879,0.090243,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-754285,Li5MnO4,LMO-family,80,Research Candidate,0,0,59,1.2387,-2.035889868,3,0,0,1,0,0,0,0.253275,0.165781,0.246491,0.25,0.0,0.0,1.0,0.0,0.0,0.0
mp-1020627,SrLiAl3N4,Other lithium material,61,Caution,1,1,2,3.0465,-1.3178914,4,0,0,0,0,0,0,0.004367,0.407728,0.335283,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-3314627,LiPr4(FeO4)3,Other lithium material,64,Caution,1,1,2,0.4558,-2.731760369,4,1,0,0,0,0,0,0.004367,0.061002,0.160436,0.5,1.0,0.0,0.0,0.0,0.0,0.0
mp-6499,BaLiBO3,Other lithium material,61,Caution,1,1,14,4.489,-2.958859196,4,0,0,0,0,0,0,0.056769,0.600784,0.132352,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-1177603,Li3MnV(PO4)3,LMO-family,82,Research Candidate,0,0,1,0.1816,-2.602252633,5,0,1,1,0,0,0,0.0,0.024304,0.176452,0.75,0.0,1.0,1.0,0.0,0.0,0.0
mp-3294779,K2Li3AlO4,Other lithium material,61,Caution,1,1,72,4.967,-2.26543091,4,0,0,0,0,0,0,0.310044,0.664757,0.218105,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-757366,Li2CoP2O7,LCO-family,45,Avoid / Benchmark,0,0,2,2.8717,-2.485235779,4,0,1,0,0,0,0,0.004367,0.384333,0.190923,0.5,0.0,1.0,0.0,0.0,0.0,0.0
mp-3205182,LiMnH6Ir,Other lithium material,64,Caution,1,1,215,1.7773,-0.354200058,4,0,0,1,0,0,0,0.934498,0.237865,0.454458,0.5,0.0,0.0,1.0,0.0,0.0,0.0
mp-3211438,SrLiH9W,Other lithium material,61,Caution,1,1,189,4.187,-0.391685667,4,0,0,0,0,0,0,0.820961,0.560366,0.449822,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-778325,Li2TiV3O8,LTO-family,79,Research Candidate,0,0,9,1.3163,-2.707522738,4,0,0,0,0,0,0,0.034934,0.176167,0.163433,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-541365,LiEuH3,Other lithium material,61,Caution,1,1,221,0.0,-0.622832676,3,0,0,0,0,0,0,0.960699,0.0,0.421237,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-849723,LiMnP2O7,LMO-family,82,Research Candidate,0,0,1,0.2467,-2.507112701,4,0,1,1,0,0,0,0.0,0.033017,0.188217,0.5,0.0,1.0,1.0,0.0,0.0,0.0
mp-759719,LiMn2P2(O4F)2,LMO-family,80,Research Candidate,0,0,1,0.0,-2.461281937,5,0,1,1,0,0,0,0.0,0.0,0.193885,0.75,0.0,1.0,1.0,0.0,0.0,0.0
mp-776021,Li4Sb(TeO4)3,Other lithium material,51,Caution,0,0,3,0.0443,-1.818285608,4,0,0,0,0,0,0,0.008734,0.005929,0.273401,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-3249740,LiPrInAg,Other lithium material,61,Caution,1,1,216,0.0,-0.456354881,4,0,0,0,0,0,0,0.938865,0.0,0.441825,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-532413,Li5B7S13,Li-S or sulfide-family,78,Research Candidate,1,1,9,3.5858,-1.002053719,3,0,0,0,0,0,1,0.034934,0.479905,0.374341,0.25,0.0,0.0,0.0,0.0,0.0,1.0
mp-607785,Rb6LiNd11Se12(Cl4O9)4,Other lithium material,61,Caution,1,1,140,3.1133,-2.38103722,6,0,0,0,0,0,0,0.606987,0.416668,0.203808,1.0,0.0,0.0,0.0,0.0,0.0,0.0
mp-34121,LiSbS2,Li-S or sulfide-family,72,Research Candidate,0,0,141,0.3905,-0.916042127,3,0,0,0,0,0,1,0.611354,0.052262,0.384977,0.25,0.0,0.0,0.0,0.0,0.0,1.0
mp-3214383,LiY19(Cd3Os)2,Other lithium material,51,Caution,1,1,164,0.0,-0.282122245,4,0,0,0,0,0,0,0.71179,0.0,0.463371,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-3222853,LiSc2(AsIr)3,Other lithium material,51,Caution,1,1,38,0.0,-0.949298935,4,0,0,0,0,0,0,0.161572,0.0,0.380865,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-3201712,LiSiPtRh,Other lithium material,63,Caution,1,1,216,0.0,-0.870081255,4,0,0,0,0,1,0,0.938865,0.0,0.390661,0.5,0.0,0.0,0.0,0.0,1.0,0.0
mp-753172,Li4Cr5O10,Other lithium material,53,Caution,0,0,2,0.0,-2.326938172,3,0,0,0,0,0,0,0.004367,0.0,0.210498,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-1301550,Li2VO2F,Other lithium material,47,Caution,0,0,1,1.0077,-2.651973654,4,0,0,0,0,0,0,0.0,0.134865,0.170303,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-779336,Li3Cr2(PO4)3,Other lithium material,53,Caution,0,0,5,2.7965,-2.614957291,4,0,1,0,0,0,0,0.017467,0.374269,0.174881,0.5,0.0,1.0,0.0,0.0,0.0,0.0
mp-1174232,Li4MnCo3O8,LCO-family,43,Avoid / Benchmark,0,0,10,0.0,-1.726887486,4,0,0,1,0,0,0,0.039301,0.0,0.284704,0.5,0.0,0.0,1.0,0.0,0.0,0.0
mp-3250575,Li3AcP2,Other lithium material,63,Caution,1,1,164,1.0988,-1.122362009,3,0,1,0,0,0,0,0.71179,0.147058,0.359463,0.25,0.0,1.0,0.0,0.0,0.0,0.0
mp-1029776,Li2GeN2,Other lithium material,61,Caution,1,1,14,2.6951,-0.568242247,3,0,0,0,0,0,0,0.056769,0.360698,0.427988,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-3322019,Li(Cu2P)2,Other lithium material,63,Caution,1,1,136,0.0,-0.276765121,3,0,1,0,0,0,0,0.58952,0.0,0.464034,0.25,0.0,1.0,0.0,0.0,0.0,0.0
mp-768875,Li6B4O9,Other lithium material,51,Caution,0,0,2,4.5889,-2.612195076,3,0,0,0,0,0,0,0.004367,0.614154,0.175222,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-3323592,Rb2Li2CrO4,Other lithium material,61,Caution,1,1,2,1.2457,-2.048911387,4,0,0,0,0,0,0,0.004367,0.166718,0.244881,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-773085,LiCoSbO4,LCO-family,51,Avoid / Benchmark,1,1,74,1.3587,-1.893827388,4,0,0,0,0,0,0,0.318777,0.181841,0.264059,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-3202785,LiCaP2Pd,Other lithium material,63,Caution,1,1,119,0.0,-1.000555523,4,0,1,0,0,0,0,0.515284,0.0,0.374526,0.5,0.0,1.0,0.0,0.0,0.0,0.0
mp-1110970,Cs2LiTaF6,Other lithium material,46,Caution,0,0,225,0.0,-2.977542217,4,0,0,0,0,0,0,0.978166,0.0,0.130041,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-3247849,RbLi2TmBi2,Other lithium material,61,Caution,1,1,164,0.8534,-0.734686006,4,0,0,0,0,0,0,0.71179,0.114215,0.407405,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-1110706,Rb2LiYBr6,Other lithium material,61,Caution,1,1,225,4.042,-2.112229294,4,0,0,0,0,0,0,0.978166,0.54096,0.237051,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-861905,LiBiPd2,Other lithium material,61,Caution,1,1,225,0.0,-0.431687925,3,0,0,0,0,0,0,0.978166,0.0,0.444875,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-778621,Li32Ti3Cr13O48,LTO-family,79,Research Candidate,0,0,1,1.0616,-2.373607427,4,0,0,0,0,0,0,0.0,0.142079,0.204727,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-1035613,LiMg14WO16,Other lithium material,51,Caution,0,0,47,4.4876,-2.864249844,4,0,0,0,0,0,0,0.200873,0.600597,0.144052,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-3208512,Li4HfZrBr12,Other lithium material,61,Caution,1,1,149,3.2573,-1.702399547,4,0,0,0,0,0,0,0.646288,0.43594,0.287732,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-861717,Li8MnFe7(PO4)8,LMFP-family,97,Research Candidate,0,0,6,3.8807,-2.497370902,5,1,1,1,0,0,0,0.021834,0.519373,0.189422,0.75,1.0,1.0,1.0,0.0,0.0,0.0
mp-758318,Li5VP2(O4F)2,Other lithium material,49,Caution,0,0,143,2.4687,-2.784456122,5,0,1,0,0,0,0,0.620087,0.330398,0.153919,0.75,0.0,1.0,0.0,0.0,0.0,0.0
mp-850006,LiNiPO4,Other lithium material,48,Caution,0,0,169,2.5716,-2.252494625,4,0,1,0,0,0,0,0.733624,0.344169,0.219705,0.5,0.0,1.0,0.0,0.0,0.0,0.0
mp-761243,Li5Fe8(BO3)8,Other lithium material,54,Caution,0,0,1,1.5241,-2.285033342,4,1,0,0,0,0,0,0.0,0.203978,0.215681,0.5,1.0,0.0,0.0,0.0,0.0,0.0
mp-759038,Li4Ti2Fe3Co3O16,LCO-family,46,Avoid / Benchmark,0,0,8,0.0,-2.031318177,5,1,0,0,0,0,0,0.030568,0.0,0.247056,0.75,1.0,0.0,0.0,0.0,0.0,0.0
mp-1211341,Li3FeO6,Other lithium material,49,Caution,0,0,65,0.0,-0.146006534,3,1,0,0,0,0,0,0.279476,0.0,0.480204,0.25,1.0,0.0,0.0,0.0,0.0,0.0
mp-1040138,LiMg30SiO32,Silicon-family,77,Research Candidate,0,0,123,0.0,-2.962358022,4,0,0,0,0,1,0,0.532751,0.0,0.131919,0.5,0.0,0.0,0.0,0.0,1.0,0.0
mp-3215974,LiTa3(TiH4)4,Other lithium material,63,Caution,1,1,12,0.0,-0.374235396,4,0,0,0,0,0,0,0.048035,0.0,0.45198,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-14495,Li6ZnO4,Other lithium material,61,Caution,1,1,137,3.5116,-2.036438192,3,0,0,0,0,0,0,0.593886,0.469974,0.246423,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-5001,Li3BN2,Other lithium material,61,Caution,1,1,14,3.3953,-1.006785903,3,0,0,0,0,0,0,0.056769,0.454409,0.373756,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-866716,RbLiH12Se3N4,Other lithium material,61,Caution,1,1,15,0.9984,-0.590043872,5,0,0,0,0,0,0,0.061135,0.133621,0.425292,0.75,0.0,0.0,0.0,0.0,0.0,0.0
mp-26533,LiNb2(PO4)3,Other lithium material,53,Caution,0,0,9,0.0,-2.769814049,4,0,1,0,0,0,0,0.034934,0.0,0.15573,0.5,0.0,1.0,0.0,0.0,0.0,0.0
mp-1191877,LiGdSn,Other lithium material,61,Caution,1,1,186,0.0,-0.658283103,3,0,0,0,0,0,0,0.80786,0.0,0.416853,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-3230121,LiNd3Cd3Ga2,Other lithium material,51,Caution,1,1,189,0.0,-0.514934444,4,0,0,0,0,0,0,0.820961,0.0,0.434581,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-3240867,Li2DyPt3,Other lithium material,61,Caution,1,1,160,0.0,-0.96603007,3,0,0,0,0,0,0,0.694323,0.0,0.378796,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-3223527,Li4Pr4RuPt3,Other lithium material,61,Caution,1,1,6,0.0,-0.646375395,4,0,0,0,0,0,0,0.021834,0.0,0.418326,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-675800,Li5TiP3,Other lithium material,57,Caution,0,0,15,0.8218,-0.866250379,3,0,1,0,0,0,0,0.061135,0.109985,0.391135,0.25,0.0,1.0,0.0,0.0,0.0,0.0
mp-1306908,Li4Si2NiO7,Silicon-family,75,Research Candidate,0,0,5,3.5697,-2.61240281,4,0,0,0,0,1,0,0.017467,0.47775,0.175196,0.5,0.0,0.0,0.0,0.0,1.0,0.0
mp-807998,Li4V3CrO8,Other lithium material,46,Caution,0,0,2,0.0,0.627163879,4,0,0,0,0,0,0,0.004367,0.0,0.575818,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-3334857,Li4NdSb2,Other lithium material,61,Caution,1,1,166,0.0,-0.871951073,3,0,0,0,0,0,0,0.720524,0.0,0.39043,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-3244386,LiNdPt4,Other lithium material,61,Caution,1,1,216,0.0,-0.951894584,3,0,0,0,0,0,0,0.938865,0.0,0.380544,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-690866,LiMnPO4,LMO-family,84,Research Candidate,0,0,4,3.423,-2.584075766,4,0,1,1,0,0,0,0.0131,0.458116,0.178699,0.5,0.0,1.0,1.0,0.0,0.0,0.0
mp-861893,Li2LaPb,Other lithium material,51,Caution,1,1,225,0.0,-0.37902647,3,0,0,0,0,0,0,0.978166,0.0,0.451388,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-1235174,LiEu2Cr2O8,Other lithium material,50,Caution,0,0,5,0.0,-2.494279742,4,0,0,0,0,0,0,0.017467,0.0,0.189804,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-3208423,SrLi(NiGe)2,Other lithium material,57,Caution,1,1,194,0.0,-0.520853872,4,0,0,0,0,0,0,0.842795,0.0,0.433849,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-1222654,Li2GaSi,Other lithium material,52,Caution,0,0,216,0.0,-0.088089836,3,0,0,0,0,1,0,0.938865,0.0,0.487366,0.25,0.0,0.0,0.0,0.0,1.0,0.0
mp-1211514,LiEuF2,Other lithium material,42,Caution,0,0,141,0.0,-2.753537621,3,0,0,0,0,0,0,0.611354,0.0,0.157743,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-2927,LiAg2Sn,Other lithium material,61,Caution,1,1,225,0.0,-0.230473383,3,0,0,0,0,0,0,0.978166,0.0,0.469759,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-1211094,LiCaVF6,Other lithium material,57,Caution,1,1,163,2.6309,-3.566594361,4,0,0,0,0,0,0,0.707424,0.352106,0.057196,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-1174121,Li5Mn2CoO8,LCO-family,43,Avoid / Benchmark,0,0,12,0.0,-1.914190695,4,0,0,1,0,0,0,0.048035,0.0,0.261541,0.5,0.0,0.0,1.0,0.0,0.0,0.0
mp-759187,Li3Ti2(PO4)3,LTO-family,77,Research Candidate,0,0,15,0.0555,-2.840969762,4,0,1,0,0,0,0,0.061135,0.007428,0.146931,0.5,0.0,1.0,0.0,0.0,0.0,0.0
mp-752542,Li2Ti2Mn3O10,LMO-family,82,Research Candidate,0,0,2,0.0,-2.527568,4,0,0,1,0,0,0,0.004367,0.0,0.185688,0.5,0.0,0.0,1.0,0.0,0.0,0.0
mp-1176978,Li9V6(P8O29)2,Other lithium material,55,Caution,0,0,1,0.248,-2.59330435,4,0,1,0,0,0,0,0.0,0.033191,0.177558,0.5,0.0,1.0,0.0,0.0,0.0,0.0
mp-27587,Li8Pb3,Other lithium material,51,Caution,1,1,166,0.0,-0.32789254,2,0,0,0,0,0,0,0.720524,0.0,0.457711,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mp-3252265,LiEr2Rh5C,Carbon-family,95,Recommend,1,1,107,0.0,-0.681731087,4,0,0,0,1,0,0,0.462882,0.0,0.413954,0.5,0.0,0.0,0.0,1.0,0.0,0.0
mp-3223729,LiTb2ZnPt2,Other lithium material,61,Caution,1,1,26,0.0,-1.017877048,4,0,0,0,0,0,0,0.10917,0.0,0.372384,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-864781,LiYb2Hg,Other lithium material,51,Caution,1,1,225,0.0,-0.290924799,3,0,0,0,0,0,0,0.978166,0.0,0.462283,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-1185376,LiLaTl2,Other lithium material,61,Caution,1,1,225,0.0,-0.356116331,3,0,0,0,0,0,0,0.978166,0.0,0.454221,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-3201554,LiInPdRh,Other lithium material,61,Caution,1,1,216,0.0,-0.518711567,4,0,0,0,0,0,0,0.938865,0.0,0.434113,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-1100667,Li9Mn2Co5O16,LCO-family,44,Avoid / Benchmark,0,0,8,0.4828,-1.827058471,4,0,0,1,0,0,0,0.030568,0.064615,0.272316,0.5,0.0,0.0,1.0,0.0,0.0,0.0
mp-1203183,LiPH3NO3,Other lithium material,53,Caution,0,0,2,4.4821,-1.669128665,5,0,1,0,0,0,0,0.004367,0.599861,0.291847,0.75,0.0,1.0,0.0,0.0,0.0,0.0
mp-36111,LiMgP,Other lithium material,63,Caution,1,1,216,1.7113,-0.751297418,3,0,1,0,0,0,0,0.938865,0.229031,0.405351,0.25,0.0,1.0,0.0,0.0,0.0,0.0
mp-859107,LiCr(SiO3)2,Silicon-family,77,Research Candidate,0,0,1,2.1073,-2.87218362,4,0,0,0,0,1,0,0.0,0.28203,0.143071,0.5,0.0,0.0,0.0,0.0,1.0,0.0
mp-3244635,LiLaSi2Au,Other lithium material,63,Caution,1,1,119,0.0,-0.762774586,4,0,0,0,0,1,0,0.515284,0.0,0.403931,0.5,0.0,0.0,0.0,0.0,1.0,0.0
mp-3252097,LiTbHoRu,Other lithium material,61,Caution,1,1,216,0.0,-0.298192849,4,0,0,0,0,0,0,0.938865,0.0,0.461384,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-25907,LiSn(PO3)4,Other lithium material,55,Caution,0,0,60,0.0,-2.501561326,4,0,1,0,0,0,0,0.257642,0.0,0.188904,0.5,0.0,1.0,0.0,0.0,0.0,0.0
mp-3208124,Li3B4PdRh4,Other lithium material,61,Caution,1,1,1,0.0,-0.506732053,4,0,0,0,0,0,0,0.0,0.0,0.435595,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-3286420,Li(TaSe2)4,Other lithium material,61,Caution,1,1,194,0.0,-1.028030182,3,0,0,0,0,0,0,0.842795,0.0,0.371128,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-3323039,LiHf4Pt15,Other lithium material,61,Caution,1,1,123,0.0,-1.045374514,3,0,0,0,0,0,0,0.532751,0.0,0.368983,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-3252358,LiErInAg,Other lithium material,61,Caution,1,1,216,0.0,-0.448990589,4,0,0,0,0,0,0,0.938865,0.0,0.442735,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-1194281,Li2Co(SO4)2,LCO-family,52,Avoid / Benchmark,1,1,14,3.2144,-2.047502192,4,0,0,0,0,0,1,0.056769,0.430198,0.245055,0.5,0.0,0.0,0.0,0.0,0.0,1.0
mp-3207035,Cs2LiAg3F12,Other lithium material,57,Caution,1,1,148,1.8874,-1.90629487,4,0,0,0,0,0,0,0.641921,0.2526,0.262517,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-3252983,LiNdMnPt3,Other lithium material,64,Caution,1,1,160,0.0,-0.932028198,4,0,0,1,0,0,0,0.694323,0.0,0.383,0.5,0.0,0.0,1.0,0.0,0.0,0.0
mp-3170953,Li(CaPd)2,Other lithium material,61,Caution,1,1,71,0.0,-0.596172925,3,0,0,0,0,0,0,0.305677,0.0,0.424534,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-1178348,Li2Cu2C2O7,Carbon-family,85,Recommend,0,0,14,0.0,-1.659775678,4,0,0,0,1,0,0,0.056769,0.0,0.293003,0.5,0.0,0.0,0.0,1.0,0.0,0.0
mp-2935,Li2GeAu,Other lithium material,61,Caution,1,1,216,0.0,-0.485090115,3,0,0,0,0,0,0,0.938865,0.0,0.438271,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-1212343,Li22(Cu3Si2)7,Other lithium material,63,Caution,1,1,144,0.0487,-0.265978788,3,0,0,0,0,1,0,0.624454,0.006518,0.465368,0.25,0.0,0.0,0.0,0.0,1.0,0.0
mp-3291982,LiNb5As4,Other lithium material,51,Caution,1,1,83,0.0,-0.75547498,3,0,0,0,0,0,0,0.358079,0.0,0.404834,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-1195536,CsLi5Mn(P2O7)2,LMO-family,92,Research Candidate,1,1,60,3.959,-2.700472153,5,0,1,1,0,0,0,0.257642,0.529852,0.164305,0.75,0.0,1.0,1.0,0.0,0.0,0.0
mp-1040348,KLiMg30O31,Other lithium material,51,Caution,0,0,25,2.3208,-2.888974959,4,0,0,0,0,0,0,0.104803,0.310604,0.140994,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-1206759,LiZrS2,Li-S or sulfide-family,78,Research Candidate,1,1,160,0.0,-1.74352811,3,0,0,0,0,0,1,0.694323,0.0,0.282646,0.25,0.0,0.0,0.0,0.0,0.0,1.0
mp-3248866,Li2AcAg2,Other lithium material,61,Caution,1,1,139,0.0,-0.206635194,3,0,0,0,0,0,0,0.60262,0.0,0.472706,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-1147686,Li10Zn(PS4)4,Li-S or sulfide-family,74,Research Candidate,0,0,1,2.4484,-1.12116578,4,0,1,0,0,0,1,0.0,0.327681,0.359611,0.5,0.0,1.0,0.0,0.0,0.0,1.0
mp-3203159,SrLiPRh2,Other lithium material,63,Caution,1,1,107,0.0,-0.802975835,4,0,1,0,0,0,0,0.462882,0.0,0.39896,0.5,0.0,1.0,0.0,0.0,0.0,0.0
mp-776035,Li9Cu3P8O29,Other lithium material,55,Caution,0,0,165,0.5526,-2.411271805,4,0,1,0,0,0,0,0.716157,0.073957,0.200069,0.5,0.0,1.0,0.0,0.0,0.0,0.0
mp-1078834,LiRuF6,Other lithium material,57,Caution,1,1,148,0.9999,-2.307306564,3,0,0,0,0,0,0,0.641921,0.133821,0.212926,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-3223788,Li(TmSb)2,Other lithium material,61,Caution,1,1,194,0.0,-1.074780466,3,0,0,0,0,0,0,0.842795,0.0,0.365347,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-1222798,Li14MgSi4,Other lithium material,63,Caution,1,1,122,0.099,-0.234398421,3,0,0,0,0,1,0,0.528384,0.01325,0.469273,0.25,0.0,0.0,0.0,0.0,1.0,0.0
mp-1176667,LiMn2(BO3)2,LMO-family,80,Research Candidate,0,0,1,0.1311,-2.420996923,4,0,0,1,0,0,0,0.0,0.017546,0.198867,0.5,0.0,0.0,1.0,0.0,0.0,0.0
mp-3244599,Li2Pr2Si2Sn,Other lithium material,63,Caution,1,1,63,0.0,-0.739836987,4,0,0,0,0,1,0,0.270742,0.0,0.406768,0.5,0.0,0.0,0.0,0.0,1.0,0.0
mp-643656,Li5H9Pt2,Other lithium material,61,Caution,1,1,140,0.136,-0.492939169,3,0,0,0,0,0,0,0.606987,0.018202,0.437301,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-1236322,LiPrNdO2,Other lithium material,46,Caution,0,0,160,0.0,-2.228453908,4,0,0,0,0,0,0,0.694323,0.0,0.222678,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-1103047,LiBeB,Other lithium material,40,Caution,0,0,156,0.0,-0.00619875,3,0,0,0,0,0,0,0.676856,0.0,0.497493,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-3325114,KLiZn2O3,Other lithium material,61,Caution,1,1,136,2.4625,-1.716806031,4,0,0,0,0,0,0,0.58952,0.329568,0.285951,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-3328612,Li(NdIr)2,Other lithium material,61,Caution,1,1,71,0.0,-0.628175424,3,0,0,0,0,0,0,0.305677,0.0,0.420577,0.25,0.0,0.0,0.0,0.0,0.0,0.0
mp-753961,Li2MnO2F,LMO-family,76,Research Candidate,0,0,5,0.633,-2.405600847,4,0,0,1,0,0,0,0.017467,0.084717,0.200771,0.5,0.0,0.0,1.0,0.0,0.0,0.0
mp-753353,Sr4LiCu(CO5)2,Carbon-family,95,Recommend,1,1,121,0.9619,-2.526757375,5,0,0,0,1,0,0,0.524017,0.128736,0.185788,0.75,0.0,0.0,0.0,1.0,0.0,0.0
mp-3213569,LiY7(IO6)4,Other lithium material,61,Caution,1,1,1,1.4948,-2.24037055,4,0,0,0,0,0,0,0.0,0.200056,0.221204,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-1235651,LiNd2(HO)6,Other lithium material,50,Caution,0,0,6,0.0,-2.038884,4,0,0,0,0,0,0,0.021834,0.0,0.246121,0.5,0.0,0.0,0.0,0.0,0.0,0.0
mp-26861,LiCo(PO3)4,LCO-family,45,Avoid / Benchmark,0,0,4,1.4848,-2.383649768,4,0,1,0,0,0,0,0.0131,0.198718,0.203485,0.5,0.0,1.0,0.0,0.0,0.0,0.0
mp-8220,LiTb(CuP)2,Other lithium material,63,Caution,1,1,164,0.0,-0.912795412,4,0,1,0,0,0,0,0.71179,0.0,0.385379,0.5,0.0,1.0,0.0,0.0,0.0,0.0
mp-1301147,Li3MnCo3O8,LCO-family,43,Avoid / Benchmark,0,0,2,0.015,-1.674719562,4,0,0,1,0,0,0,0.004367,0.002008,0.291155,0.5,0.0,0.0,1.0,0.0,0.0,0.0
mp-755458,Li3Cr3FeO8,Other lithium material,54,Caution,0,0,12,0.7708,-2.189332134,4,1,0,0,0,0,0,0.048035,0.10316,0.227516,0.5,1.0,0.0,0.0,0.0,0.0,0.0
