dss_rank,formula,material_id,battery_family,dss_decision,shortlist_score,india_feasibility_score,predicted_stable_probability,predicted_energy_above_hull_clipped,band_gap,is_stable,shortlist_rule_type,short_conceptual_reason
1,Li3Fe2(PO4)3,mp-19430,LFP-family,Best near-term purchase direction,59.52,98,0.16767046,0.011649002,2.4773,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0116; stable probability 0.1677.
216,LiFeP3H8O13,mp-849293,LFP-family,Best near-term purchase direction,44.55,94,0.01054001,0.04414396,3.6786,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0441; stable probability 0.0105.
217,Li6Fe3Sn(PO4)6,mp-778734,LFP-family,Best near-term purchase direction,44.54,94,0.013128799,0.04474807,1.6795,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0447; stable probability 0.0131.
218,Li5Fe3Sb2(PO4)6,mp-775305,LFP-family,Best near-term purchase direction,44.54,94,0.013027809,0.04474807,1.5159,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0447; stable probability 0.0130.
219,LiFe2(PO4)3,mp-1101524,LFP-family,Best near-term purchase direction,44.5,94,0.0030335982,0.042680953,0.0,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0427; stable probability 0.0030.
220,LiFePO5,mp-756995,LFP-family,Best near-term purchase direction,44.48,94,0.0026890223,0.042680953,0.0,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0427; stable probability 0.0027.
221,Li2Fe(PO4)2,mp-757187,LFP-family,Best near-term purchase direction,44.48,94,0.0026890223,0.042680953,0.0,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0427; stable probability 0.0027.
222,Li12VFe3P4(CO7)4,mp-766566,LFP-family,Best near-term purchase direction,44.45,96,0.008991707,0.047748964,2.642,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0477; stable probability 0.0090.
223,LiFePO4,mp-1661648,LFP-family,Best near-term purchase direction,44.45,94,0.0026271835,0.042858813,3.7629,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0429; stable probability 0.0026.
224,Li5Fe3Cu2(PO4)6,mp-776209,LFP-family,Best near-term purchase direction,44.44,94,0.001527421,0.04261957,0.1332,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0426; stable probability 0.0015.
225,LiFe2(PO4)3,mp-1101593,LFP-family,Best near-term purchase direction,44.44,94,0.0027125052,0.042911265,0.0,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0429; stable probability 0.0027.
226,Li3Fe(PO4)2,mp-859109,LFP-family,Best near-term purchase direction,44.33,94,0.02465799,0.04840209,2.2931,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0484; stable probability 0.0247.
227,Li6VFeP2(CO7)2,mp-756847,LFP-family,Best near-term purchase direction,44.31,96,0.010103746,0.048725665,2.7163,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0487; stable probability 0.0101.
228,Li12V3FeP4(CO7)4,mp-766535,LFP-family,Best near-term purchase direction,44.31,96,0.010103746,0.048725665,2.6919,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0487; stable probability 0.0101.
229,LiFeP2O7,mp-26546,LFP-family,Best near-term purchase direction,44.3,96,0.0125593655,0.049310677,2.2582,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0493; stable probability 0.0126.
230,Li4Fe(PO4)2,mp-1273431,LFP-family,Best near-term purchase direction,44.3,94,0.016592393,0.046731215,4.5179,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0467; stable probability 0.0166.
231,Li8Fe3Sn(PO4)6,mp-775125,LFP-family,Best near-term purchase direction,44.3,93,0.041393507,0.050570194,2.2619,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 93; predicted hull 0.0506; stable probability 0.0414.
232,LiFePO4,mp-585400,LFP-family,Best near-term purchase direction,44.29,98,0.011231468,0.05257274,3.4793,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0526; stable probability 0.0112.
233,Li6CrFeP2(CO7)2,mp-756846,LFP-family,Best near-term purchase direction,44.29,96,0.008889923,0.048550922,2.4855,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0486; stable probability 0.0089.
234,Li12Cr3FeP4(CO7)4,mp-766533,LFP-family,Best near-term purchase direction,44.29,96,0.008889923,0.048550922,2.5199,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0486; stable probability 0.0089.
235,LiFe2(PO4)3,mp-699352,LFP-family,Best near-term purchase direction,44.23,93,0.0030335982,0.042268727,0.0,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 93; predicted hull 0.0423; stable probability 0.0030.
236,LiFeP2O7,mp-697764,LFP-family,Best near-term purchase direction,44.2,98,0.009779401,0.05271391,2.5021,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0527; stable probability 0.0098.
237,LiFeP2O7,mp-26181,LFP-family,Best near-term purchase direction,44.2,98,0.009779401,0.05271391,2.5296,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0527; stable probability 0.0098.
238,Li5FeP3O11,mp-757035,LFP-family,Best near-term purchase direction,44.19,96,0.007054153,0.04865857,4.2351,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0487; stable probability 0.0071.
239,LiFe(PO3)3,mp-540313,LFP-family,Best near-term purchase direction,44.19,96,0.007054153,0.04865857,4.1748,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0487; stable probability 0.0071.
240,Li3Fe(PO3)8,mp-26049,LFP-family,Best near-term purchase direction,44.19,94,0.0029138888,0.04422581,0.0,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0442; stable probability 0.0029.
241,Li7Cr3Fe(PO4)6,mp-780107,LFP-family,Best near-term purchase direction,44.19,94,0.0306117,0.050452396,1.5424,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0505; stable probability 0.0306.
242,Li2FeP2O7,mp-540231,LFP-family,Best near-term purchase direction,44.18,98,0.0060089165,0.05197386,4.2232,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0520; stable probability 0.0060.
243,Li2FeP2O7,mp-1648306,LFP-family,Best near-term purchase direction,44.18,96,0.014044374,0.050276816,4.4589,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0503; stable probability 0.0140.
244,Li2FeP2O7,mp-26025,LFP-family,Best near-term purchase direction,44.13,98,0.0060612154,0.052204173,4.1571,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0522; stable probability 0.0061.
245,Li2Fe(PO4)2,mp-31815,LFP-family,Best near-term purchase direction,44.13,93,0.0026890223,0.042680953,0.0,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 93; predicted hull 0.0427; stable probability 0.0027.
246,Li3Fe(PO4)2,mp-758982,LFP-family,Best near-term purchase direction,44.1,94,0.018406415,0.048116907,2.5097,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0481; stable probability 0.0184.
247,LiFePO5,mp-758919,LFP-family,Best near-term purchase direction,44.09,93,0.0027125052,0.042911265,0.0,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 93; predicted hull 0.0429; stable probability 0.0027.
248,Li3Fe3P8O29,mp-705437,LFP-family,Best near-term purchase direction,44.09,93,0.0027125052,0.042911265,0.0,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 93; predicted hull 0.0429; stable probability 0.0027.
249,Li3Fe3(PO4)4,mp-27027,LFP-family,Best near-term purchase direction,44.08,98,0.011449018,0.05367877,2.0933,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0537; stable probability 0.0114.
250,LiFe(PO3)4,mp-2912291,LFP-family,Best near-term purchase direction,44.08,98,0.011449018,0.05367877,2.004,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0537; stable probability 0.0114.
251,Li2FePCO7,mp-768640,LFP-family,Best near-term purchase direction,44.07,100,0.0071086893,0.056268312,2.4571,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 100; predicted hull 0.0563; stable probability 0.0071.
252,Li2FePCO7,mp-25457,LFP-family,Best near-term purchase direction,44.07,100,0.007944437,0.05642823,2.4748,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 100; predicted hull 0.0564; stable probability 0.0079.
253,Na3Li3Fe2P2(CO7)2,mp-1176364,LFP-family,Best near-term purchase direction,44.07,98,0.0062971306,0.052582994,1.104,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0526; stable probability 0.0063.
254,Li3Fe2P5O16,mp-31885,LFP-family,Best near-term purchase direction,44.07,98,0.006749022,0.052656725,3.9386,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0527; stable probability 0.0067.
255,Li2FeP2O7,mp-752659,LFP-family,Best near-term purchase direction,44.07,96,0.0075455345,0.04934143,3.9518,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0493; stable probability 0.0075.
256,Na2LiFePCO7,mp-772544,LFP-family,Best near-term purchase direction,44.06,98,0.00506416,0.052315675,3.8041,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0523; stable probability 0.0051.
257,Li2Fe3(P2O7)2,mp-540433,LFP-family,Best near-term purchase direction,44.06,96,0.00720111,0.04934143,4.0181,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0493; stable probability 0.0072.
258,LiFeP2O7,mp-26326,LFP-family,Best near-term purchase direction,44.05,96,0.004816273,0.048848696,2.5998,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0488; stable probability 0.0048.
259,Li4Fe(PO4)2,mp-31890,LFP-family,Best near-term purchase direction,44.04,98,0.006001095,0.052656725,4.042,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0527; stable probability 0.0060.
260,Li2FeP2O7,mp-849623,LFP-family,Best near-term purchase direction,44.03,98,0.0057928627,0.052656725,3.9852,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0527; stable probability 0.0058.
261,Li2FeP2O7,mp-26255,LFP-family,Best near-term purchase direction,44.03,98,0.0057928627,0.052656725,3.8745,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0527; stable probability 0.0058.
262,Li2Fe3(P2O7)2,mp-758636,LFP-family,Best near-term purchase direction,44.03,96,0.0066107437,0.04934143,3.7629,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0493; stable probability 0.0066.
263,LiFe(PO3)3,mp-758678,LFP-family,Best near-term purchase direction,44.03,96,0.0066107437,0.04934143,3.7629,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0493; stable probability 0.0066.
264,LiFePO4,mp-758921,LFP-family,Best near-term purchase direction,44.03,96,0.0066107437,0.04934143,3.7639,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0493; stable probability 0.0066.
265,Li6TiFe3(PO4)6,mp-758142,LFP-family,Best near-term purchase direction,44.03,96,0.015694153,0.05136772,1.3866,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0514; stable probability 0.0157.
266,LiFe(PO3)5,mp-687200,LFP-family,Best near-term purchase direction,43.99,94,0.0026784062,0.045127973,0.0036,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0451; stable probability 0.0027.
267,Li5Fe4(P2O7)4,mp-849492,LFP-family,Best near-term purchase direction,43.93,96,0.005303037,0.049566314,1.4982,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0496; stable probability 0.0053.
268,Li6Fe3Sb(PO4)6,mp-757289,LFP-family,Best near-term purchase direction,43.93,94,0.008996603,0.046898548,1.3332,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0469; stable probability 0.0090.
269,LiFe3SiPO8,mp-1222519,LFP-family,Best near-term purchase direction,43.91,100,0.00616922,0.05682994,3.5642,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 100; predicted hull 0.0568; stable probability 0.0062.
270,Li4Fe5Sb(PO4)6,mp-776398,LFP-family,Best near-term purchase direction,43.91,94,0.008694994,0.046898548,1.3065,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0469; stable probability 0.0087.
271,Li7Fe4(PO4)6,mp-1177121,LFP-family,Best near-term purchase direction,43.9,96,0.0047713215,0.049566314,1.6567,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0496; stable probability 0.0048.
272,LiFeP3H8O13,mp-850255,LFP-family,Best near-term purchase direction,43.9,94,0.009461063,0.047141165,3.3193,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0471; stable probability 0.0095.
273,Li2FePCO7,mp-768646,LFP-family,Best near-term purchase direction,43.84,100,0.009361792,0.05792675,2.0675,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 100; predicted hull 0.0579; stable probability 0.0094.
274,Li2FePCO7,mp-768707,LFP-family,Best near-term purchase direction,43.83,100,0.009129471,0.05792675,2.1628,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 100; predicted hull 0.0579; stable probability 0.0091.
275,Li2FePCO7,mp-768644,LFP-family,Best near-term purchase direction,43.82,100,0.00906508,0.05792675,1.9565,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 100; predicted hull 0.0579; stable probability 0.0091.
276,LiFe2(PO4)3,mp-543094,LFP-family,Best near-term purchase direction,43.82,94,0.0022039216,0.045879308,0.0,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0459; stable probability 0.0022.
277,Li2FePCO7,mp-768645,LFP-family,Best near-term purchase direction,43.81,100,0.007142573,0.05753679,1.7876,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 100; predicted hull 0.0575; stable probability 0.0071.
278,Li5Fe2(PO4)3,mp-1177302,LFP-family,Best near-term purchase direction,43.79,94,0.006918104,0.047127344,3.9183,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0471; stable probability 0.0069.
279,Li3FePCO7,mp-768937,LFP-family,Best near-term purchase direction,43.78,95,0.0038357873,0.048196465,3.4707,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 95; predicted hull 0.0482; stable probability 0.0038.
280,Li2Fe(PO4)2,mp-689973,LFP-family,Best near-term purchase direction,43.78,94,0.0028921252,0.046230488,0.0,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0462; stable probability 0.0029.
281,Li2Fe(PO4)2,mp-697816,LFP-family,Best near-term purchase direction,43.78,94,0.0028921252,0.046230488,0.0,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0462; stable probability 0.0029.
282,LiFeP2O7,mp-26563,LFP-family,Best near-term purchase direction,43.77,98,0.0140510965,0.055793293,2.3821,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0558; stable probability 0.0141.
283,LiFeP(H6O5)2,mp-782655,LFP-family,Best near-term purchase direction,43.76,96,0.015476227,0.0526862,4.0501,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0527; stable probability 0.0155.
284,Li3Fe2(PO4)3,mp-849395,LFP-family,Best near-term purchase direction,43.75,98,0.011419287,0.055331312,2.5377,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0553; stable probability 0.0114.
285,Li2VFe(PO4)2,mp-861602,LFP-family,Best near-term purchase direction,43.74,98,0.011440897,0.055375706,2.5592,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0554; stable probability 0.0114.
286,Li2FeP2O7,mp-697811,LFP-family,Best near-term purchase direction,43.74,96,0.0042273058,0.050272223,2.9154,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0503; stable probability 0.0042.
287,LiFePH2O5,mp-1638522,LFP-family,Best near-term purchase direction,43.74,94,0.0096777035,0.047998916,3.5814,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0480; stable probability 0.0097.
288,Li2TiFe(PO4)3,mp-694934,LFP-family,Best near-term purchase direction,43.69,100,0.015157846,0.05997308,2.4993,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 100; predicted hull 0.0600; stable probability 0.0152.
289,Li2CrFe(PO4)2,mp-861527,LFP-family,Best near-term purchase direction,43.66,98,0.018135441,0.057283875,2.2877,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0573; stable probability 0.0181.
290,Li5Fe2P2(CO7)2,mp-768672,LFP-family,Best near-term purchase direction,43.6,98,0.0116141755,0.056137152,1.0299,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0561; stable probability 0.0116.
291,Li3Fe(PO4)2,mp-758847,LFP-family,Best near-term purchase direction,43.6,94,0.0125593655,0.049310677,2.2422,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0493; stable probability 0.0126.
292,LiFe2(PO4)3,mp-697784,LFP-family,Best near-term purchase direction,43.59,94,0.002219717,0.04706568,0.0,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0471; stable probability 0.0022.
293,Li2Fe(PO4)2,mp-26576,LFP-family,Best near-term purchase direction,43.59,94,0.0022039216,0.04706568,0.0,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0471; stable probability 0.0022.
294,Li5Fe5(PO4)6,mp-771125,LFP-family,Best near-term purchase direction,43.59,94,0.014394514,0.04981356,2.1689,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0498; stable probability 0.0144.
295,LiFe2(PO4)2,mp-753789,LFP-family,Best near-term purchase direction,43.58,94,0.014330832,0.04981356,1.9247,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0498; stable probability 0.0143.
296,Li3Fe3(PO4)4,mp-758557,LFP-family,Best near-term purchase direction,43.57,94,0.014114124,0.04981356,1.9448,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0498; stable probability 0.0141.
297,LiFeP3(HO5)2,mp-781053,LFP-family,Best near-term purchase direction,43.52,94,0.0061740666,0.048282366,3.725,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0483; stable probability 0.0062.
298,Li7Fe4(P2O7)4,mp-1177031,LFP-family,Best near-term purchase direction,43.5,98,0.009084076,0.056048937,1.5649,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0560; stable probability 0.0091.
299,Li2FeP2O7,mp-25845,LFP-family,Best near-term purchase direction,43.5,96,0.0071998658,0.05213378,4.2417,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0521; stable probability 0.0072.
300,Li2ZnFe(PO4)2,mp-756192,LFP-family,Best near-term purchase direction,43.48,98,0.008658364,0.056023546,3.6034,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0560; stable probability 0.0087.
301,Li2Fe(PO3)4,mp-758609,LFP-family,Best near-term purchase direction,43.48,96,0.0060089165,0.05197386,4.1614,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0520; stable probability 0.0060.
302,Li3Fe2(PO4)3,mp-772738,LFP-family,Best near-term purchase direction,43.47,96,0.01124911,0.053175885,2.2367,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0532; stable probability 0.0112.
303,Li3Fe2(PO4)3,mp-775523,LFP-family,Best near-term purchase direction,43.47,96,0.01124911,0.053175885,2.269,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0532; stable probability 0.0112.
304,Li2FeP2O7,mp-26789,LFP-family,Best near-term purchase direction,43.45,96,0.0064492086,0.052204173,4.103,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0522; stable probability 0.0064.
305,Li2FeP2O7,mp-504122,LFP-family,Best near-term purchase direction,43.43,96,0.0060612154,0.052204173,4.2872,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0522; stable probability 0.0061.
306,Li3Fe(PO4)2,mp-26056,LFP-family,Best near-term purchase direction,43.43,96,0.010251344,0.053175885,2.3376,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0532; stable probability 0.0103.
307,LiFe(PO3)3,mp-762657,LFP-family,Best near-term purchase direction,43.37,94,0.0075455345,0.04934143,3.9316,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0493; stable probability 0.0075.
308,Li3Fe2(PO3)7,mp-759417,LFP-family,Best near-term purchase direction,43.36,94,0.00720111,0.04934143,4.0258,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0493; stable probability 0.0072.
309,LiFe3P3(HO6)2,mp-780853,LFP-family,Best near-term purchase direction,43.35,98,0.006008042,0.05609394,3.4902,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0561; stable probability 0.0060.
310,LiFe2(PO4)2,mp-753415,LFP-family,Best near-term purchase direction,43.33,96,0.009265934,0.053431526,1.4357,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0534; stable probability 0.0093.
311,LiFeP2O7,mp-849452,LFP-family,Best near-term purchase direction,43.31,94,0.0071011945,0.049566314,1.7432,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0496; stable probability 0.0071.
312,Li2Fe(PO3)4,mp-31817,LFP-family,Best near-term purchase direction,43.29,96,0.0058432925,0.052887037,3.945,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 96; predicted hull 0.0529; stable probability 0.0058.
313,LiFeP2O7,mp-849555,LFP-family,Best near-term purchase direction,43.26,94,0.0061715096,0.049566314,1.7515,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0496; stable probability 0.0062.
314,Li5Fe2P2(CO7)2,mp-1177155,LFP-family,Best near-term purchase direction,43.24,98,0.00775433,0.05705965,1.2947,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 98; predicted hull 0.0571; stable probability 0.0078.
315,LiFeP2O7,mp-849415,LFP-family,Best near-term purchase direction,43.22,94,0.0051812585,0.049566314,1.4159,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0496; stable probability 0.0052.
316,LiFeP2O7,mp-849490,LFP-family,Best near-term purchase direction,43.22,94,0.0051812585,0.049566314,1.4128,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0496; stable probability 0.0052.
317,Li5Fe4(P2O7)4,mp-849560,LFP-family,Best near-term purchase direction,43.22,94,0.0051812585,0.049566314,1.4432,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0496; stable probability 0.0052.
318,Li5Fe6P5O24,mp-1177129,LFP-family,Best near-term purchase direction,43.22,94,0.0051812585,0.049566314,1.4104,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0496; stable probability 0.0052.
319,LiFeP2O7,mp-849557,LFP-family,Best near-term purchase direction,43.21,94,0.0049752635,0.049566314,1.5473,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0496; stable probability 0.0050.
320,Li5Fe4(P2O7)4,mp-1177154,LFP-family,Best near-term purchase direction,43.21,94,0.0049752635,0.049566314,1.5666,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0496; stable probability 0.0050.
321,LiFeP2O7,mp-1176772,LFP-family,Best near-term purchase direction,43.2,94,0.0047713215,0.049566314,1.6172,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0496; stable probability 0.0048.
322,LiFe2(PO4)2,mp-766800,LFP-family,Best near-term purchase direction,43.2,94,0.0046785087,0.049566314,1.4736,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0496; stable probability 0.0047.
323,LiFeP2O7,mp-782726,LFP-family,Best near-term purchase direction,43.2,94,0.0046785087,0.049566314,1.4647,False,Benchmark family exception,India-friendly iron phosphate chemistry; avoids nickel and cobalt. India score 94; predicted hull 0.0496; stable probability 0.0047.
